Tweet ID,Tweet Date,Media Name,Media Origin,Teaser Text,Tag Value,cleaned_text
1298708074161557506,26-08-2020,El País,Uruguay,Lionel Messi da pasos para seguir su carrera en Manchester City. Lionel Messi confirmó su decisión: quiere ir al Manchester City de Pep Guardiola,No,lionel messi da pasos para seguir su carrera en manchester city lionel messi confirmó su decisión quiere ir al manchester city de pep guardiola
1293982645110681600,13-08-2020,El País,Uruguay,"Inter Miami, el equipo que dirige el “Tornado” Diego Alonso, sumó a un campeón del mundo",Clickbait,"inter miami el equipo que dirige el "" tornado "" diego alonso sumó un campeón del mundo"
1297028854192771072,22-08-2020,El País,Uruguay,"Lukashenko, cada vez más aislado, endurece represión. La Unión Europea no reconoce el resultado de las elecciones por fraude y anuncia sanciones al régimen de Bielorrusia",No,lukashenko cada vez más aislado endurece represión la unión europea reconoce el resultado de las elecciones por fraude y anuncia sancione al régimen de bielorrusia
1286349298813280258,23-07-2020,El País,Uruguay,#Eliminatorias | Almada y Repetto están entre los candidatos para dirigir a Ecuador,No,eliminatorias   almada y repetto están entre los candidato para dirigir ecuador
1285765707196760064,22-07-2020,El País,Uruguay,#FútbolUruguayo  | River Plate renovó la concesión del Saroldi y bautizó a sus tribunas,No,fútboluruguayo    river plate renovó la concesión del saroldi y bautizó sus tribuna
1304042795326476290,10-09-2020,infobae,Argentina,Profepa continúa investigando al tigre de Antara; inspeccionó el domicilio en el que fue resguardado,No,profepa continúa investigando al tigre de antara inspeccionó el domicilio en el que fue resguardado
1301034000765521920,02-09-2020,infobae,Argentina,"Liga MX: Nahuel Guzmán dio positivo de COVID-19 por quinta ocasión, pero él lo tomó con humor",Clickbait,liga mx nahuel guzmán dio positivo de covid por quinta ocasión pero él lo tomó con humor
1299222942136455168,28-08-2020,infobae,Argentina,Dólares sospechosos: qué movimientos vigila el Banco Central para limitar infracciones en la compra de los USD 200 mensuales,Clickbait,dólare sospechosos qué movimiento vigila el banco central para limitar infraccione en la compra de los usd   mensuale
1300914734615715845,01-09-2020,Clarín,Argentina,Facebook amenaza con bloquear la opción de compartir noticias en Australia: podría ser un precedente para otras partes del mundo,No,facebook amenaza con bloquear la opción de compartir noticia en australia podría s un precedente para otras part del mundo
1289280302901129217,31-07-2020,infobae,Argentina,"Microsoft está negociando la compra de Tik Tok, sospechada de tener vínculos con el régimen chino",No,microsoft está negociando la compra de tik tok sospechada de tener vínculos con el régimen chino
1292153739579551744,08-08-2020,infobae,Argentina,El Gobierno hace lobby en Washington: contrató asesoramiento político por casi dos millones de dólares,No,el gobierno hace lobby en washington contrató asesoramiento político por casi do millone de dólare
1293126787594035200,11-08-2020,infobae,Argentina,"La esposa de un oficial preso le contestó a Alex Saab: “Usted se queja por dos días incomunicado, la Dirección de Inteligencia tuvo 45 días a mi esposo secuestrado”",No,"la esposa de un oficial preso le contestó alex saab "" usted se queja por do días incomunicado la dirección de inteligencia tuvo   día mi esposo secuestrado """
1292175884858753024,08-08-2020,infobae,Argentina,"La delantera de Tigres Femenil, Katty Martínez, dio positivo a coronavirus a días del arranque del torneo",No,la delantera de tigre femenil katty martínez dio positivo coronavirus días del arranque del torneo
1290812652474646528,05-08-2020,infobae,Argentina,"Alberto Fernández respaldó al plan del nuevo Consejo Agroindustrial, con foco en el aumento de las exportaciones y la generación de empleo",No,alberto fernández respaldó al plan del nuevo consejo agroindustrial con foco en el aumento de las exportaciones y la generación de empleo
1305504718521851906,14-09-2020,Clarín,Argentina,Sin TACC: todo lo que necesitas saber sobre las comidas para celíacos,Clickbait,sin tacc todo lo que necesitas saber sobre las comida para celíacos
1302281752069763074,05-09-2020,infobae,Argentina,"Pese al anuncio de Lionel Messi, Luis Suárez se aleja de Barcelona para jugar en Juventus: cuánto ganaría por temporada",Clickbait,pese al anuncio de lionel messi luis suárez se aleja de barcelona para jugar en juventus cuánto ganaría por temporada
1286665572499906561,24-07-2020,infobae,Argentina,Miguel Ángel Pichetto: “Hay expresiones de figuras secundarias que debilitan la autoridad del Presidente”,No,"miguel ángel pichetto "" hay expresione de figuras secundarias que debilitan la autoridad del presidente """
1301723424990154752,04-09-2020,infobae,Argentina,Ronald Koeman eligió al que sería el nuevo capitán del Barcelona si Messi decide irse del club,Clickbait,ronald koeman eligió al que sería el nuevo capitán del barcelona si messi decide irse del club
1301196069271826433,02-09-2020,infobae,Argentina,"La foto de Nicole Poturalski en el restaurante de su esposo, donde conoció a Bran Pitt",Clickbait,la foto de nicole poturalski en el restaurante de su esposo donde conoció bran pitt
1285071825483911168,20-07-2020,infobae,Argentina,Deuda: el Gobierno fijó como estrategia cerrar con los bonistas de Wall Street y luego negociar con el FMI y el Club de París,No,deuda el gobierno fijó como estrategia cerrar con los bonistas de wall street y luego negociar con el fmi y el club de parís
1293365345374396417,12-08-2020,infobae,Argentina,El fallido del nuevo refuerzo del Leeds que anticipó el destino de Marcelo Bielsa,Clickbait,el fallido del nuevo refuerzo del leed que anticipó el destino de marcelo bielsa
1281093614521606144,09-07-2020,infobae,Argentina,"Garantizan que no faltarán billetes en el fin de semana largo, pero hubo ciertas tensiones entre el BCRA y los bancos",No,garantizan que faltarán billetes en el fin de semana largo pero hubo cierta tensione entre el bcra y los bancos
1300956912096284678,02-09-2020,infobae,Argentina,Salieron a la luz viejas internas del vestuario del PSG: “Unai Emery tenía problemas para manejar a las estrellas”,Clickbait,"salieron la luz viejas internas del vestuario del psg "" unai emery tenía problemas para manejar las estrellas """
1299895101087506432,30-08-2020,infobae,Argentina,La crisis que viene: Herrera anticipó más recortes al presupuesto y aumento en la deuda,No,la crisis que viene herrera anticipó más recortes al presupuesto y aumento en la deuda
1279815939450519553,05-07-2020,infobae,Argentina,Zinedine Zidane habló de las polémicas en los arbitrajes del Real Madrid: “Estoy cansado”,No,"zinedine zidane habló de las polémicas en los arbitrajes del real madrid "" estoy cansado """
1277640353483386891,29-06-2020,infobae,Argentina,Oficial: se concretó el trueque Arthur-Pjanic entre el Barcelona y la Juventus. Oficial: el FC Barcelona traspasó a Arthur a la Juventus,No,oficial se concretó el trueque arthurpjanic entre el barcelona y la juventus oficial el fc barcelona traspasó arthur la juventus
1298901026200838145,27-08-2020,infobae,Argentina,CoDi y medios de pago sin contacto en tiempos de COVID,No,codi y medios de pago sin contacto en tiempos de covid
1285730864543010818,22-07-2020,infobae,Argentina,El equipo de la Premier más “sudamericano” de todos: adoptó el mate como infusión diaria,Clickbait,"el equipo de la premier más "" sudamericano "" de todos adoptó el mate como infusión diaria"
1266039792287940608,28-05-2020,infobae,Argentina,RT @infobaecolombia: Coronavirus sin fronteras: pacientes que llegan de México saturan hospitales de California,No,rt infobaecolombia coronavirus sin frontera paciente que llegan de méxico saturan hospitale de california
1299440734341345280,28-08-2020,infobae,Argentina,El coronavirus impacta más a los hombres. Los científicos empiezan a comprender por qué | Por Apoorva Mandavilli,Clickbait,el coronavirus impacta más los hombres los científicos empiezan comprender por qué   por apoorva mandavilli
1269504497916637185,07-06-2020,infobae,Argentina,La revancha del real: Brasil revalúa y ayuda a distender el mercado de cambios local,No,la revancha del real brasil revalúa y ayuda distender el mercado de cambios local
1299153397313163265,28-08-2020,infobae,Argentina,"Quién es Margarita Cabello, la primera mujer en convertirse en Procuradora General en Colombia",No,quién es margarita cabello la primera mujer en convertirse en procuradora general en colombia
1262517705682251776,18-05-2020,infobae,Argentina,"El sur de Florida comenzó una reapertura gradual, pero mantiene clausuradas las playas",No,el sur de florida comenzó una reapertura gradual pero mantiene clausuradas las playas
1260280093605113856,12-05-2020,infobae,Argentina,"Qué es el dragón azul, la extraña criatura venenosa que apareció en una playa de Texas",Clickbait,qué es el dragón azul la extraña criatura venenosa que apareció en una playa de texas
1269332238279172096,06-06-2020,infobae,Argentina,Estremecedor gesto en un partido de la Bundesliga: el pedido de justicia por la muerte de George Floyd en Estados Unidos,Clickbait,estremecedor gesto en un partido de la bundesliga el pedido de justicia por la muerte de george floyd en estado unido
1301117773175808000,02-09-2020,infobae,Argentina,"Ansiedad, insomnio y menos ingresos: el impacto de la pandemia sobre los profesionales de la salud",No,ansiedad insomnio y menos ingresos el impacto de la pandemia sobre los profesionales de la salud
1263715347766538240,22-05-2020,infobae,Argentina,La Argentina ingresó en un default invisible para el mercado,No,la argentina ingresó en un default invisible para el mercado
1241211690382811136,21-03-2020,infobae,Argentina,Cine de autor para ver en casa: ocho películas que no te podés perder,Clickbait,cine de autor para ver en casa ocho películas que te podés perder
1297367455594094593,23-08-2020,infobae,Argentina,México produce el 30% de aguacate de todo el mundo: Subsecretaría de Comercio Exterior,No,méxico produce el   de aguacate de todo el mundo subsecretaría de comercio exterior
1047587607679356928,03-10-2018,infobae,Argentina,"RT @InfobaeTecno: Desarrollaron en España una cápsula del futuro tren ""Hyperloop""",No,rt infobaetecno desarrollaron en españa una cápsula del futuro tren hyperloop
1009469105487794176,20-06-2018,infobae,Argentina,Advierten una falla de seguridad en Google Home y Chromecast: de qué se trata y cómo solucionarlo,Clickbait,advierten una falla de seguridad en google home y chromecast de qué se trata y cómo solucionarlo
1289313819689279488,31-07-2020,Clarín,Argentina,Detienen a un hacker de 17 años por el ciberataque masivo a Twitter,No,detienen un hacker de   años por el ciberataque masivo twitter
1288914891634388992,30-07-2020,Clarín,Argentina,Colágeno hidrolizado: ¿Conviene tomar el suplemento?,Clickbait,colágeno hidrolizado ¿ conviene tomar el suplemento
1301227318610931714,02-09-2020,Clarín,Argentina,José López: se unificaron dos penas en su contra y deberá afrontar 7 años y medio de cárcel,No,josé lópez se unificaron do penas en su contra y deberá afrontar   años y medio de cárcel
1287721686482247684,27-07-2020,Clarín,Argentina,Coronavirus en cárceles federales: 4 muertes y 141 casos positivos,No,coronavirus en cárceles federale   muerte y   casos positivos
1286424716065087489,23-07-2020,Clarín,Argentina,"Un modisto, un abogado y un asesino convicto, los embajadores de la mafia calabresa en la Argentina",Clickbait,un modisto un abogado y un asesino convicto los embajadore de la mafia calabresa en la argentina
1300435952414982145,31-08-2020,Clarín,Argentina,El verdadero costo de la declaración de independencia de Lionel Messi,Clickbait,el verdadero costo de la declaración de independencia de lionel messi
1262698986466574337,19-05-2020,Clarín,Argentina,"Un nuevo estudio advierte que los celulares podrían ser ""el caballo de Troya"" del coronavirus",No,un nuevo estudio advierte que los celulares podrían ser el caballo de troya del coronavirus
1278364039509352455,01-07-2020,Clarín,Argentina,"Rocío Oliva se metió en la pelea entre Diego Maradona y sus hijas: ""Estoy de acuerdo con ellas""",No,rocío oliva se metió en la pelea entre diego maradona y sus hijas estoy de acuerdo con ellas
1292186253878857728,08-08-2020,Clarín,Argentina,"La Ciudad avanza para habilitar espacios comunes de edificios: definen un protocolo en el que habrá parrillas, pero no SUM",No,la ciudad avanza para habilitar espacios comunes de edificios definen un protocolo en el que habrá parrilla pero sum
1291683755757834243,07-08-2020,Clarín,Argentina,Coronavirus: el enfermero del Fernández que dieron por muerto se recuperó y ya volvió a trabajar,Clickbait,coronavirus el enfermero del fernández que dieron por muerto se recuperó y ya volvió trabajar
1254543284833341440,26-04-2020,Clarín,Argentina,Fueron a buscarlo a su casa y en un forcejeo mataron a su hijo de 12 años,No,fueron buscarlo su casa y en un forcejeo mataron su hijo de   años
1283801134042406912,16-07-2020,Clarín,Argentina,Franquicias: por la crisis cerró el 14% de los locales,No,franquicias por la crisis cerró el   de los locale
1295668216740577282,18-08-2020,La Nación,Argentina,"Doble rol. El juego de Sergio Massa, tercer partener de la alianza gobernante",Clickbait,doble rol el juego de sergio massa tercer partener de la alianza gobernante
1303143524083343360,08-09-2020,La Nación,Argentina,Coronavirus. La Argentina superó la barrera de las 10.000 muertes. La Argentina superó las 10.000 muertes por coronavirus,No,coronavirus la argentina superó la barrera de las   muerte la argentina superó las   muerte por coronavirus
1247518093930156036,07-04-2020,Clarín,Argentina,"Detuvieron a la hermana de Esteban Alvarado, uno de los principales líderes narco de Rosario",No,detuvieron la hermana de esteban alvarado uno de los principales líderes narco de rosario
1246469185888063488,04-04-2020,Clarín,Argentina,"Coronavirus en Argentina: con el foco puesto en los cajeros, claves y consejos para evitar el robo de datos de las tarjetas",Clickbait,coronavirus en argentina con el foco puesto en los cajeros clave y consejos para evitar el robo de datos de las tarjetas
1300171691084054528,30-08-2020,Clarín,Argentina,Incendios y ataques mapuches en Chile: una huelga de camioneros exige protección en el sur del país,No,incendio y ataque mapuches en chile una huelga de camioneros exige protección en el sur del país
1274065678572511232,19-06-2020,La Nación,Argentina,Pixelar caras y borrar metadatos en fotos: la tecnología usada en las protestas de EE.UU.,No,pixelar caras y borrar metadato en fotos la tecnología usada en las protestas de eeuu
1227745494081908736,13-02-2020,Clarín,Argentina,Asalto en el shopping Soleil: cuál es el vínculo con el crimen del turista inglés en Puerto Madero,Clickbait,asalto en el shopping soleil cuál es el vínculo con el crimen del turista inglés en puerto madero
1238782629056598016,14-03-2020,Clarín,Argentina,"Sapiens, cautivos de nuestro ADN",No,sapiens cautivos de nuestro adn
1270768832404062208,10-06-2020,La Nación,Argentina,Android 11: Google lanza la versión beta y estas son todas sus nuevas funciones,Clickbait,android   google lanza la versión beta y esta son todas sus nuevas funcione
1159221303267778561,07-08-2019,Clarín,Argentina,Galaxy Note 10: lanzan un celular Extra Large y con recarga ultraveloz,No,galaxy note   lanzan un celular extra large y con recarga ultraveloz
1239881052094513153,17-03-2020,Clarín,Argentina,Advierten que los niños y adolescentes consumirán hasta un 50% más de pantallas,No,advierten que los niños y adolescente consumirán hasta un   más de pantallas
1148661324949401600,09-07-2019,Clarín,Argentina,"Netflix hará una serie basada en el videojuego Cuphead. Cuphead, el videojuego éxito de Microsoft, tendrá su versión adaptada para Netflix",No,netflix hará una serie basada en el videojuego cuphead cuphead el videojuego éxito de microsoft tendrá su versión adaptada para netflix
1283177804843098112,14-07-2020,Clarín,Argentina,Coronavirus en Argentina: reportan 65 muertos y 3.645 casos en las últimas 24 horas,No,coronavirus en argentina reportan   muerto y   casos en las últimas   hora
1283104177204400128,14-07-2020,Clarín,Argentina,"""El Día del Amigo es un alerta, no se puede festejar"" en cuarentena, advierten desde la provincia de Buenos Aires",No,el día del amigo es un alerta se puede festejar en cuarentena advierten desde la provincia de buenos aire
1209609001790590983,24-12-2019,Clarín,Argentina,Desesperada búsqueda del ginecólogo cordobés: la familia ofrece $ 100 mil de recompensa,No,desesperada búsqueda del ginecólogo cordobés la familia ofrece    mil de recompensa
1266379526801461251,29-05-2020,La Nación,Argentina,Capítulos de YouTube: así es la nueva función para organizar la reproducción de videos,Clickbait,capítulos de youtube así es la nueva función para organizar la reproducción de video
1301921321958469633,04-09-2020,Clarín,Argentina,Rechazan dictar una medida cautelar contra revisión del traslado del juez German Castelli,No,rechazan dictar una medida cautelar contra revisión del traslado del juez german castelli
1254942407877066752,28-04-2020,Clarín,Argentina,Mirko dijo su primera mala palabra y Marley compartió un conmovedor video de su nacimiento,Clickbait,mirko dijo su primera mala palabra y marley compartió un conmovedor video de su nacimiento
1278419250248667140,01-07-2020,Clarín,Argentina,Coronavirus en Argentina: una relevamiento muestra que la economía preocupa más que la salud de la familia,No,coronavirus en argentina una relevamiento muestra que la economía preocupa más que la salud de la familia
1283463276920213506,15-07-2020,Clarín,Argentina,Un atleta argentino que ya tiene su lugar en los Juegos de Tokio dio positivo de coronavirus,Clickbait,un atleta argentino que ya tiene su lugar en los juegos de tokio dio positivo de coronavirus
1185625689946505217,19-10-2019,Clarín,Argentina,Cae uno de los sicarios más buscados de Rosario,Clickbait,cae uno de los sicarios más buscados de rosario
1287933481834745857,28-07-2020,La Nación,Argentina,IFE: Alfredo Cornejo denunció irregularidades en el pago y apuntó contra Fernanda Raverta. Fondos. Cornejo apuntó contra Raverta por las irregularidades en el pago del IFE,No,ife alfredo cornejo denunció irregularidade en el pago y apuntó contra fernanda raverta fondos cornejo apuntó contra raverta por las irregularidades en el pago del ife
1288819594594070533,30-07-2020,La Nación,Argentina,"Éxodo confirmado: Bautista Ezcurra, exback de Jaguares, jugará en Atlanta Rugby de Estados Unidos. Sigue el éxodo: Bautista Ezcurra, back de Jaguares, jugará en Atlanta Rugby de Estados Unidos",No,éxodo confirmado bautista ezcurra exback de jaguares jugará en atlanta rugby de estado unido sigue el éxodo bautista ezcurra de jaguares jugará en atlanta rugby de estado unido
1180876336103071745,06-10-2019,Clarín,Argentina,Entregó una pizza y lo asesinaron de un tiro en la cabeza. Asesinan de un tiro en la cabeza a un repartidor de pizzas en La Plata,No,entregó una pizza y lo asesinaron de un tiro en la cabeza asesinan de un tiro en la cabeza un repartidor de pizzas en la plata
1091766339885125633,02-02-2019,Clarín,Argentina,Descubren un error en la app de WhatsApp que permite recuperar mensajes eliminados,Clickbait,descubren un error en la app de whatsapp que permite recuperar mensaje eliminado
1254865661571903493,27-04-2020,La Nación,Argentina,"Los velatorios digitales, una solución para dar el último adiós en tiempos de pandemia",No,los velatorios digitales una solución para dar el último adiós en tiempos de pandemia
1300958740108242945,02-09-2020,Clarín,Argentina,Deuda: cinco claves para entender la negociación que llevó a cabo Martín Guzmán,Clickbait,deuda cinco claves para entender la negociación que llevó cabo martín guzmán
1247899492549984256,08-04-2020,Clarín,Argentina,"Leticia Brédice publicó fuertes mensajes contra su novio: lo acusó de ""ladrón"" y ""mala gente""",No,leticia brédice publicó fuertes mensajes contra su novio lo acusó de ladrón y mala gente
1259492271776555008,10-05-2020,Clarín,Argentina,"Martín Guzmán, en la mira por su 'teoría de la deuda' y por su rol como ministro",No,martín guzmán en la mira por su teoría de la deuda y por su rol como ministro
1273723810072625152,18-06-2020,Clarín,Argentina,Problemas en fase 5: a un intendente le impidieron entrar al municipio vecino para llevar leche a su hijo recién nacido,No,problemas en fase   un intendente le impidieron entrar al municipio vecino para llevar leche su hijo recién nacido
1247575119167459331,07-04-2020,Clarín,Argentina,Coronavirus con mi ex: Demi Moore y Bruce Willis pasan juntos la cuarentena,No,coronavirus con mi ex demi moore y bruce willis pasan junto la cuarentena
1287463895955902464,26-07-2020,La Nación,Argentina,"La última fecha de la Premier League: Bielsa en la tribuna, el error fatal del arquero de Leicester, un consuelo al goleador y el ""Guante de Oro""",Clickbait,la última fecha de la premier league bielsa en la tribuna el error fatal del arquero de leicester un consuelo al goleador y el guante de oro
1273414927491964929,18-06-2020,Clarín,Argentina,Cómo celebrar un cumpleaños en cuarentena: opciones para mantener la distancia social,Clickbait,cómo celebrar un cumpleaños en cuarentena opcione para mantener la distancia social
1087789528926978048,22-01-2019,Clarín,Argentina,Las playlists de Spotify para cada signo del zodíaco: qué música escuchar según la astrología. Música astrológicamene personalizada: Spotify ideó playlists para cada signo del zodíaco,Clickbait,las playlists de spotify para cada signo del zodíaco qué música escuchar según la astrología música astrológicamene personalizada spotify ideó playlist para cada signo del zodíaco
1285144018368827392,20-07-2020,La Nación,Argentina,Coronavirus en la Argentina: los gastos extras por la pandemia rondaron los $450.000 millones,No,coronavirus en la argentina los gastos extras por la pandemia rondaron los   millone
1300650729590476800,01-09-2020,Clarín,Argentina,Cantando 2020: Dan Breitman la rompió con un tema de Charly García,No,cantando   dan breitman la rompió con un tema de charly garcía
1245469749670273024,01-04-2020,Clarín,Argentina,"Disney+, prohibido para adultos",Clickbait,disney prohibido para adulto
1245189338876522497,01-04-2020,Clarín,Argentina,El día que Paul McCartney dijo basta y se despidió de The Beatles para siempre,Clickbait,el día que paul mccartney dijo basta y se despidió de beatle para siempre
1159222852735950853,07-08-2019,Clarín,Argentina,"La policía acusada de asesinar a un matrimonio dijo que no participó del hecho, pero reconoció que mintió sobre su arma",No,la policía acusada de asesinar un matrimonio dijo que participó del hecho pero reconoció que mintió sobre su arma
1300458899204706306,31-08-2020,Clarín,Argentina,¿Qué significa soñar con serpientes?,Clickbait,¿ qué significa soñar con serpiente
1150405098159378437,14-07-2019,Clarín,Argentina,"Taxistas mantienen ""sitiada"" la ciudad de Neuquén luego de que balearan a un chofer en un intento de robo",No,taxistas mantienen sitiada la ciudad de neuquén luego de que balearan un chofer en un intento de robo
1299415780090576896,28-08-2020,La Nación,Argentina,Sebastián Estevanez sufrió quemaduras en las manos y el rostro por la explosión de un bidón de alcohol en gel. Accidente doméstico: Estevanez sufrió quemaduras en las manos y el rostro,No,sebastián estevanez sufrió quemaduras en las manos y el rostro por la explosión de un bidón de alcohol en gel accidente doméstico estevanez sufrió quemaduras en las manos y el rostro
1274124820318486528,19-06-2020,Clarín,Argentina,Un golfista dio positivo de coronavirus en pleno torneo del PGA Tour,No,un golfista dio positivo de coronavirus en pleno torneo del pga tour
1299727229660913664,29-08-2020,Clarín,Argentina,Por qué designaron a dos nuevos fiscales en el caso Facundo Astudillo Castro,Clickbait,por qué designaron dos nuevos fiscale en el caso facundo astudillo castro
1238577943099695108,13-03-2020,Clarín,Argentina,"Coronavirus: la emotiva campaña de Andrea Bocelli, Eros Ramazzotti, Laura Pausini y otros cantantes italianos",Clickbait,coronavirus la emotiva campaña de andrea bocelli eros ramazzotti laura pausini y otros cantante italianos
1242100029168455681,23-03-2020,Clarín,Argentina,Coronavirus en Argentina: el riesgo país sube más del 4% y caen los bonos,No,coronavirus en argentina el riesgo país sube más del   y caen los bonos
1230521128738676736,20-02-2020,La Nación,Argentina,FIFA 20: Boca y River vuelven con un con parche gratuito por la Copa Libertadores,No,fifa   boca y river vuelven con un con parche gratuito por la copa libertadore
1226869690561187841,10-02-2020,La Nación,Argentina,"Un App Store chino: Xiaomi, Oppo, Vivo y Huawei se unen para competir con el Play Store de Google
https://t.co/ahSiw4hM77",No,"un app store chino xiaomi oppo vivo y huawei se unen para competir con el play store de google 
 httpstcoahsiwhm"
1130542217557209088,20-05-2019,Clarín,Argentina,Estas 6 señales indican que los chicos tienen problemas visuales,Clickbait,esta   señale indican que los chicos tienen problema visuale
1214928516829077504,08-01-2020,La Nación,Argentina,"CES 2020: Charmin Rollbot te trae papel higiénico al baño cuando se acaba
https://t.co/7fNkMHQ11Q",No,"ce   charmin rollbot te trae papel higiénico al baño cuando se acaba 
 httpstcofnkmhqq"
1277689634487754752,29-06-2020,La Nación,Argentina,"#Fútbol | Barcelona y Juventus oficializaron el trueque entre Arthur y Pjanic para ""maquillar cuentas"" antes del 30 de junio ⚽💰",No,fútbol   barcelona y juventus oficializaron el trueque entre arthur y pjanic para maquillar cuentas ante del   de junio ⚽ 💰
1274331451815858177,20-06-2020,La Nación,Argentina,"Vicentin: Omar Perotti explicó su plan y dijo que Alberto Fernández ""no tiene una vocación expropiadora""",No,vicentin omar perotti explicó su plan y dijo que alberto fernández tiene una vocación expropiadora
1109114523774910465,22-03-2019,Clarín,Argentina,Más chicos terminan el colegio con sobrepeso y buscan con una guía generar una escuela saludable,No,más chicos terminan el colegio con sobrepeso y buscan con una guía generar una escuela saludable
1197543201378381824,21-11-2019,La Nación,Argentina,"Sin charla: así es Uber Comfort, el nuevo servicio diferencial con autos nuevos y conductores silenciosos
https://t.co/Da7sJMpXJp",Clickbait,"sin charla así es uber comfort el nuevo servicio diferencial con auto nuevos y conductores silenciosos 
 httpstcodasjmpxjp"
1270387607562829824,09-06-2020,La Nación,Argentina,Las tres centrales obreras respaldaron la intervención oficial de Vicentin. Vicentin. Respaldo de las tres centrales sindicales a la intervención oficial,No,las tre centrale obreras respaldaron la intervención oficial de vicentin vicentin respaldo de las tres centrale sindicale la intervención oficial
1021023854339055616,22-07-2018,Clarín,Argentina,Un falso meme sobre la muerte de Mr Bean está propagando una estafa,Clickbait,un falso meme sobre la muerte de mr bean está propagando una estafa
1270437780490006530,09-06-2020,La Nación,Argentina,"Fernando Morientes: por qué Boca le ganó aquella Intercontinental a Real Madrid y su mirada del ""gen argentino"" #Fútbol | El recuerdo de Fernando Morientes: por qué Boca le ganó la Intercontinental a Real Madrid, la camiseta xeneize que todavía conserva y su mirada del ""gen argentino"" 🇪🇸⚽",Clickbait,fernando moriente por qué boca le ganó aquella intercontinental real madrid y su mirada del gen argentino fútbol   el recuerdo de fernando moriente por qué boca le ganó la intercontinental real madrid la camiseta xeneize que todavía conserva y su mirada del gen argentino 🇪 🇸 ⚽
1041669622724882432,17-09-2018,Clarín,Argentina,13 consejos para perder grasa sin sacrificar masa muscular,Clickbait,  consejos para perder grasa sin sacrificar masa muscular
994282555716157440,09-05-2018,Clarín,Argentina,Neibors: la red social pensada para vecinos con desarrollo argentino. Lanzan una red social pensada para vecinos con desarrollo argentino,No,neibors la red social pensada para vecinos con desarrollo argentino lanzan una red social pensada para vecinos con desarrollo argentino
1278082769780760576,30-06-2020,Clarín,Argentina,Afirman que Estados Unidos compró todas las dosis disponibles para tres meses de una droga contra el coronavirus,No,afirman que estado unido compró todas las dosis disponible para tre meses de una droga contra el coronavirus
916300532137943040,06-10-2017,Clarín,Argentina,Entrená al aire libre,No,entrená al aire libre
1267202577147424768,31-05-2020,Clarín,Argentina,Coronavirus: Estados Unidos envió dos millones de dosis de hidroxicloroquina a Brasil,No,coronavirus estado unido envió do millone de dosis de hidroxicloroquina brasil
1205709006347493376,14-12-2019,Clarín,Argentina,Basterra armó su equipo y va definiendo su perfil de gestión,No,basterra armó su equipo y va definiendo su perfil de gestión
1198591232517083138,24-11-2019,Clarín,Argentina,Programas que apuntan a achicar la huella de carbono,No,programas que apuntan achicar la huella de carbono
1196392495522828288,18-11-2019,Clarín,Argentina,Aseguran que la genética está cambiando el manejo agronómico del maíz,No,aseguran que la genética está cambiando el manejo agronómico del maíz
